time,value
2000-01-01,4.41594445912848
2000-04-01,5.6022885887846
2000-07-01,1.28118809978284
2000-10-01,2.45975275465484
2001-01-01,3.67136797709768
2001-04-01,-2.30653283707897
2001-07-01,-1.83008905557804
2001-10-01,-5.45638123637905
2002-01-01,-0.48736460179752
2002-04-01,2.42055228651445
2002-07-01,-0.25005436708872
2002-10-01,2.30357229584777
2003-01-01,-3.0528132242971
2003-04-01,-1.96470820347598
2003-07-01,1.74470803376545
2003-10-01,1.0223635877124
2004-01-01,1.6071009503017
2004-04-01,3.0922860612932
2004-07-01,5.05898418142352
2004-10-01,4.34031992570833
2005-01-01,-0.95196725912269
2005-04-01,4.24242791323967
2005-07-01,1.87716602813666
2005-10-01,7.26605772195281
2006-01-01,6.15156686497325
2006-04-01,1.32056300646389
2006-07-01,1.86460197543379
2006-10-01,1.53559532896155
2007-01-01,7.63690564547851
2007-04-01,-0.45098838891031
2007-07-01,0.75228129936534
2007-10-01,-0.71508400666114
2008-01-01,1.15297563189197
2008-04-01,1.52688859078152
2008-07-01,3.07204930200167
2008-10-01,-1.42839836002968
2009-01-01,-4.3504014288224
2009-04-01,0.49293074752795
2009-07-01,3.80094518774744
2009-10-01,-0.94558622549856
2010-01-01,-0.42019578047189
2010-04-01,3.73537542496781
2010-07-01,-1.42725929320539
2010-10-01,3.05376314886739
2011-01-01,7.62931512074224
2011-04-01,4.39873254465982
2011-07-01,2.22025034309691
2011-10-01,0.36149021370883
2012-01-01,-5.61598605419683
2012-04-01,-0.54096882765929
2012-07-01,0.43486968630336
2012-10-01,2.01034161801149
2013-01-01,2.60967920276187
2013-04-01,0.05971994250934
2013-07-01,0.34915871304677
2013-10-01,2.54068814685201
2014-01-01,10.3478040724959
2014-04-01,1.60717637111413
2014-07-01,2.28938525901293
2014-10-01,-1.41959812860726
2015-01-01,-3.58552041657813
2015-04-01,-3.10483078531199
2015-07-01,-4.30391027365853
2015-10-01,-3.08522087714654
2016-01-01,-2.06123771328788
2016-04-01,-2.77878750113734
2016-07-01,1.46525650387087
2016-10-01,0.12840900161801
2017-01-01,0.16882092126657
2017-04-01,3.12826451588078
2017-07-01,1.5398168671304
2017-10-01,4.67391813611763
2018-01-01,1.69269671738485
2018-04-01,3.36325928612104
2018-07-01,-0.30535935602396
2018-10-01,-2.68703779402989
2019-01-01,0.52262988683789
2019-04-01,-2.63186735421634
2019-07-01,-1.77338523782282
2019-10-01,-0.06448848623035
2020-01-01,2.87557432775843
2020-04-01,-4.86116865267888
2020-07-01,-0.21344921824294
2020-10-01,-2.14846553440443
2021-01-01,0.7933328596391
2021-04-01,6.18238785670139
2021-07-01,0.63050503463049
2021-10-01,0.31306863908419
2022-01-01,-1.66195269554419
2022-04-01,-1.05189262558598
2022-07-01,-7.80933791447336
2022-10-01,-5.74867396810304
2023-01-01,-1.29163478562659
2023-04-01,-6.41175202796011
2023-07-01,-1.64414640713512
2023-10-01,-1.29359539159546
2024-01-01,-2.89682732289897
2024-04-01,0.78244701734272
